GUID: 190664, Type: HarborOfficeItem, Rarity: Common, Name: Bruiser, Probability: 2,5925925925925926 
GUID: 190694, Type: HarborOfficeItem, Rarity: Common, Name: Carpenter, Probability: 1,2962962962962963 
GUID: 190680, Type: HarborOfficeItem, Rarity: Common, Name: Guide, Probability: 7,777777777777778 
GUID: 191432, Type: HarborOfficeItem, Rarity: Common, Name: Gunner, Probability: 2,5925925925925926 
GUID: 191433, Type: HarborOfficeItem, Rarity: Uncommon, Name: Artillerywoman, Probability: 1,1111111111111112 
GUID: 190665, Type: HarborOfficeItem, Rarity: Uncommon, Name: Scammer, Probability: 1,1111111111111112 
GUID: 190695, Type: HarborOfficeItem, Rarity: Uncommon, Name: Ship Builder, Probability: 0,5555555555555556 
GUID: 190681, Type: HarborOfficeItem, Rarity: Uncommon, Name: Souvenir Seller, Probability: 3,3333333333333335 
GUID: 190669, Type: TownhallItem, Rarity: Common, Name: Bartender, Probability: 1,2962962962962963 
GUID: 190675, Type: TownhallItem, Rarity: Common, Name: Fellow, Probability: 1,2962962962962963 
GUID: 190726, Type: TownhallItem, Rarity: Common, Name: Fool, Probability: 1,2962962962962963 
GUID: 191564, Type: TownhallItem, Rarity: Common, Name: Governess, Probability: 1,2962962962962963 
GUID: 191466, Type: TownhallItem, Rarity: Common, Name: Grocer, Probability: 3,888888888888889 
GUID: 191569, Type: TownhallItem, Rarity: Common, Name: Housemaid, Probability: 1,2962962962962963 
GUID: 191575, Type: TownhallItem, Rarity: Common, Name: Lender, Probability: 1,2962962962962963 
GUID: 191006, Type: TownhallItem, Rarity: Common, Name: Sergeant, Probability: 2,5925925925925926 
GUID: 191576, Type: TownhallItem, Rarity: Uncommon, Name: Banker, Probability: 0,5555555555555556 
GUID: 190727, Type: TownhallItem, Rarity: Uncommon, Name: Comedian, Probability: 0,5555555555555556 
GUID: 191570, Type: TownhallItem, Rarity: Uncommon, Name: Footman, Probability: 0,5555555555555556 
GUID: 191007, Type: TownhallItem, Rarity: Uncommon, Name: Inspector, Probability: 1,1111111111111112 
GUID: 190676, Type: TownhallItem, Rarity: Uncommon, Name: Lecturer, Probability: 0,5555555555555556 
GUID: 191467, Type: TownhallItem, Rarity: Uncommon, Name: Peddler, Probability: 1,6666666666666667 
GUID: 190671, Type: TownhallItem, Rarity: Uncommon, Name: Publican, Probability: 0,5555555555555556 
GUID: 191565, Type: TownhallItem, Rarity: Uncommon, Name: Schoolteacher, Probability: 0,5555555555555556 
GUID: 190711, Type: GuildhouseItem, Rarity: Common, Name: Abbé, Probability: 3,888888888888889 
GUID: 190615, Type: GuildhouseItem, Rarity: Common, Name: Angler, Probability: 0,25089605734767023 
GUID: 190628, Type: GuildhouseItem, Rarity: Common, Name: Baker, Probability: 0,25089605734767023 
GUID: 190699, Type: GuildhouseItem, Rarity: Common, Name: Boilermaker, Probability: 0,25089605734767023 
GUID: 190740, Type: GuildhouseItem, Rarity: Common, Name: Burner, Probability: 0,25089605734767023 
GUID: 191384, Type: GuildhouseItem, Rarity: Common, Name: Butcher, Probability: 0,25089605734767023 
GUID: 191394, Type: GuildhouseItem, Rarity: Common, Name: Canner, Probability: 0,25089605734767023 
GUID: 191425, Type: GuildhouseItem, Rarity: Common, Name: Carpenter, Probability: 1,2962962962962963 
GUID: 190645, Type: GuildhouseItem, Rarity: Common, Name: Cellar Man, Probability: 0,25089605734767023 
GUID: 191315, Type: GuildhouseItem, Rarity: Common, Name: Chandler, Probability: 0,25089605734767023 
GUID: 190745, Type: GuildhouseItem, Rarity: Common, Name: Cropper, Probability: 0,25089605734767023 
GUID: 191586, Type: GuildhouseItem, Rarity: Common, Name: Digger, Probability: 0,25089605734767023 
GUID: 191585, Type: GuildhouseItem, Rarity: Common, Name: Driller, Probability: 0,25089605734767023 
GUID: 191426, Type: GuildhouseItem, Rarity: Common, Name: Glassblower, Probability: 0,25089605734767023 
GUID: 191414, Type: GuildhouseItem, Rarity: Common, Name: Handicrafter, Probability: 0,25089605734767023 
GUID: 190623, Type: GuildhouseItem, Rarity: Common, Name: Jeweller, Probability: 0,25089605734767023 
